1,0.5403023058681398
2,-1.6645873461885696
3,-8.909932469404009
4,-10.458297933817791
5,7.091554636580656
6,34.566130319413176
7,36.94121046282193
8,-9.312002163751266
9,-73.80155121265884
10,-83.90715290764524
11,0.5355094565541451
12,121.51497005747886
13,153.35850606508316
14,26.800494768735387
15,-170.9297803932348
16,-245.16082696278647
17,-79.52220469691152
18,213.94261347108198
19,356.9223671653876
20,163.23282472535678
21,-241.54860375890235
22,-483.98103997500436
23,-281.8686677563673
24,244.32710822611025
25,619.501757414671
26,437.3174618941609
27,-212.96919156696657
28,-754.6829991898362
29,-629.1163824684493
30,138.82630489882564
31,879.0674058501546
32,854.2447211586665
33,-14.458377725911772
34,-980.9472376510037
35,-1107.0229512370956
36,-165.84094175711647
37,1047.8518371131752
38,1379.1263420042937
39,405.56390011946456
40,-1067.100898643619
41,-1659.7173255175524
42,-705.5740956394517
43,1026.4044945116368
44,1935.6966455419301
45,1063.7770273559026
46,-914.4885313761908
47,-2192.0690513544014
48,-1474.892558137036
49,721.7226975284726
50,2412.4150712302835
51,1930.3430659126484
52,-440.7270712715876
53,-2579.456346469842
54,-2418.267472628946
55,66.9334376924161
56,2675.698257818024
57,2923.6673208229104
58,400.9219756498281
59,-2684.130256178917
60,-3428.6867294945628
61,-960.3961873262932
62,2588.9615319718655
63,3913.0235323011398
64,1605.0472158394368
65,-2376.367521481277
66,-4354.464318189421
67,-2324.2686312550886
68,2035.2213360216922
69,4729.5315978577355
70,3103.264095122869
71,-1557.7835726851622
72,-5014.227049611806
73,-3923.1709954333664
74,940.3241638653379
75,5184.8508922017145
76,4761.337768477253
77,-183.65096313438238
78,-5218.874019302506
79,-5591.754678922401
80,-706.4783605699045
81,5095.836728043922
82,6385.632840562221
83,1719.0818727183264
84,-4798.2457848642625
85,-7112.121248521952
86,-2837.833698848291
87,4312.440280054147
88,7739.146708935045
89,4041.1123729829596
90,-3629.396290646278
91,-8234.356943946437
92,-5302.22580711311
93,2745.4408394438997
94,8566.14296389601
95,6589.816387978248
96,-1662.8470206666298
97,-8704.713171835658
98,-7868.444307779175
99,390.28444873315436
100,8623.18872287684
